,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
11738,11738,user_1693,Cáceres,Contactless,Visa,3821.96,2024-05-22 02:16:53.595537487,Y,2,1771.12,1225.971088248006,1.6728290084970816
11748,11748,user_458,Albacete,Physical Card,Mastercard,3932.03,2024-05-02 05:13:36.526425262,Y,5,2258.4745,1396.9307527669553,1.1980232353573173
11749,11749,user_1382,Málaga,Online,Mastercard,4614.85,2024-05-28 04:56:35.442942233,Y,4,2533.976153846154,1351.908985463016,1.539211491697547
11752,11752,user_182,Santa Cruz de Tenerife,Contactless,Visa,2127.79,2024-05-23 03:15:09.785383379,Y,3,2104.0628571428574,1482.0230919068215,0.016009968391662778
11762,11762,user_1089,Valencia,Contactless,Mastercard,3869.8,2024-05-31 05:46:53.765718067,Y,5,2732.62,1347.8665372318856,0.8436888731843047
11772,11772,user_1541,Sevilla,Contactless,Mastercard,1872.13,2024-05-31 02:07:25.873120922,Y,2,2380.3684210526317,1449.8087705213754,-0.3505554879971243
11775,11775,user_1180,Granada,Physical Card,Visa,3197.21,2024-05-22 04:50:56.443225867,Y,4,2277.72,1449.779535929515,0.6342274650817693
11800,11800,user_1193,Asturias,Online,Mastercard,4971.59,2024-05-21 18:26:18.595064763,Y,18,2621.686,1436.2380900440335,1.6361521228892868
11803,11803,user_1521,Toledo,Online,Visa,1247.31,2024-05-28 02:28:52.438309539,Y,2,2706.9175,1652.9102358264952,-0.8830530953002181
11804,11804,user_1458,Asturias,Online,Visa,1071.2,2024-05-27 04:34:11.697078566,Y,4,2359.2614999999996,1571.4691044345634,-0.8196543580559047
11805,11805,user_497,Murcia,Online,Visa,1649.85,2024-05-12 02:52:29.702183984,Y,2,2897.2425,1492.065867746187,-0.8360170465424733
11809,11809,user_787,Baleares,Contactless,Visa,1683.02,2024-05-18 03:48:47.446345844,Y,3,2551.293333333333,1493.880115613365,-0.5812202225992097
11815,11815,user_287,Barcelona,Physical Card,Mastercard,4189.02,2024-05-13 04:54:04.322586744,Y,4,2250.1505,1518.143826840336,1.2771316299031477
11823,11823,user_1161,Barcelona,Contactless,Visa,826.63,2024-05-06 04:02:48.819135860,Y,4,1144.875,450.06639515742563,-0.7071067811865476
11824,11824,user_1770,Alicante,Contactless,Visa,1646.29,2024-05-04 03:11:41.484352841,Y,3,3263.386470588235,1072.6979867776226,-1.507503967119377
11829,11829,user_441,Sevilla,Contactless,Mastercard,2661.69,2024-05-13 03:19:06.676751441,Y,3,2596.0222222222224,1375.8463621800886,0.047729004911365426
11831,11831,user_284,Madrid,Contactless,Mastercard,4345.72,2024-05-21 04:15:53.011250827,Y,4,3084.3233333333333,1915.5826608284663,0.6584924224158138
11840,11840,user_644,Cádiz,Contactless,Mastercard,4018.92,2024-05-22 04:57:16.286281554,Y,4,2384.955625,1025.330418970514,1.5935978732012912
11844,11844,user_1375,Cádiz,Online,Mastercard,2671.21,2024-05-10 03:00:27.569254041,Y,3,2612.2105263157896,1602.9492312521722,0.036806826151394675
11851,11851,user_725,Tarragona,Online,American Express,1719.92,2024-05-21 05:55:03.885789921,Y,5,2371.6083333333336,1233.5694644796727,-0.528294799845925
11862,11862,user_207,Madrid,Physical Card,Visa,3253.93,2024-05-14 02:31:52.149002552,Y,2,2428.55625,1598.4246442789643,0.5163670073244641
11863,11863,user_1380,Madrid,Online,Mastercard,1815.97,2024-05-05 05:44:55.320034036,Y,5,2504.879,1484.1910027235565,-0.46416465181086614
11864,11864,user_1752,Lérida,Online,Visa,823.17,2024-05-10 05:32:23.802590526,Y,5,2579.4075,1760.6007002866943,-0.9975217547704122
11869,11869,user_44,Madrid,Contactless,Visa,780.22,2024-05-25 02:48:12.389146260,Y,2,2321.152352941176,1497.7382133550968,-1.0288395790405318
11880,11880,user_980,Guipúzcoa,Online,Mastercard,12.7,2024-05-21 04:41:12.383473574,Y,4,2210.9426315789474,1676.931978339021,-1.3108716751625655
11886,11886,user_58,Cáceres,Online,Visa,3635.4,2024-05-25 03:43:04.362295547,Y,3,2821.681818181818,1540.2594142274745,0.5282994372907676
11891,11891,user_1169,Cáceres,Online,Visa,2157.74,2024-05-22 04:55:09.671929658,Y,4,3062.2016666666664,1433.8895605772268,-0.6307749854197742
11894,11894,user_233,Madrid,Physical Card,American Express,2585.19,2024-05-19 03:56:24.891746241,Y,3,2527.440909090909,1624.3629453262872,0.0355518396151859
11899,11899,user_1334,Almería,Online,Mastercard,253.4,2024-05-11 02:27:59.341968422,Y,2,1959.7226315789476,1326.7358501175486,-1.2861057696057339
11912,11912,user_677,Valencia,Physical Card,Visa,1385.8,2024-05-14 02:33:58.763354448,Y,2,2692.351,1154.1006531249054,-1.1320944983977888
11920,11920,user_1046,Madrid,Online,Visa,122.47,2024-05-11 05:21:01.718823863,Y,5,2338.326,1723.568866095182,-1.2856208090020305
11939,11939,user_381,Salamanca,Online,Mastercard,1684.12,2024-05-03 03:06:10.653304339,Y,3,2322.136,1293.9446161077706,-0.4930782910316316
11940,11940,user_686,Madrid,Contactless,Visa,1421.17,2024-05-30 03:03:06.858277394,Y,3,2812.5946666666664,1500.7213668426575,-0.9271705577125628
11947,11947,user_1962,Valladolid,Online,Mastercard,4924.91,2024-05-13 05:48:56.295736031,Y,5,2634.2342105263156,1386.3788236798605,1.6522726330986155
11957,11957,user_561,Madrid,Online,Visa,599.77,2024-05-27 02:36:01.293372412,Y,2,2038.15625,1482.8313818978445,-0.9700268469898714
11958,11958,user_318,Barcelona,Contactless,Mastercard,1349.89,2024-05-29 04:26:13.830008509,Y,4,2371.363846153846,1431.5122591077038,-0.7135627652888948
11961,11961,user_623,Madrid,Online,Mastercard,4816.41,2024-05-22 04:31:56.914058806,Y,4,2388.137222222222,1383.2915887319405,1.755430884968923
11964,11964,user_197,Zaragoza,Online,Visa,2528.09,2024-05-20 04:12:28.794554221,Y,4,3349.711875,1274.9215418119852,-0.6444489704301865
11971,11971,user_1585,Ciudad Real,Contactless,Visa,2715.2,2024-05-14 04:11:03.023541647,Y,4,2647.7716666666665,1394.8983823129956,0.04833924405412588
11974,11974,user_472,Barcelona,Contactless,Visa,1356.25,2024-05-06 04:09:08.662191547,Y,4,2962.3309999999997,1063.229309326074,-1.510568779389661
11978,11978,user_1700,Barcelona,Contactless,Visa,4591.05,2024-05-01 05:27:05.224543821,Y,5,2813.1028571428574,1296.3010223675706,1.3715542240411809
11985,11985,user_1631,Pontevedra,Contactless,Mastercard,1487.19,2024-05-13 03:57:05.735085563,Y,3,2922.9733333333334,1286.8504222782253,-1.115734438499417
11995,11995,user_1651,Madrid,Online,Mastercard,4899.95,2024-05-24 04:21:52.432636853,Y,4,2335.835,1520.363266152753,1.686514701508435
11999,11999,user_824,Las Palmas,Online,Visa,3649.02,2024-05-17 05:22:27.489836437,Y,5,2978.6066666666666,1004.0452193758581,0.667712290637747
12007,12007,user_545,Las Palmas,Physical Card,Visa,1161.18,2024-05-25 03:38:51.133591755,Y,3,2889.2433333333333,1338.6690575366492,-1.290881658617872
12012,12012,user_1476,Badajoz,Physical Card,Visa,2759.13,2024-05-01 04:15:20.336579370,Y,4,3029.772,1461.3925343805333,-0.18519459599861834
12015,12015,user_109,Barcelona,Physical Card,Visa,3382.47,2024-05-31 02:58:04.617566417,Y,2,3086.258333333333,1651.0375577950977,0.17940940547848397
12022,12022,user_1210,Valencia,Online,Visa,1565.1,2024-05-28 02:03:33.066086792,Y,2,2538.6706249999997,1461.5426512808021,-0.6661253601780455
12028,12028,user_469,Madrid,Contactless,Mastercard,3117.29,2024-05-20 05:09:27.382055403,Y,5,1896.5833333333333,1545.7899547557583,0.7896976318878614
12030,12030,user_139,Vizcaya,Physical Card,Mastercard,3599.96,2024-05-29 03:48:14.771674388,Y,3,2782.6835,1628.2530442948746,0.5019345751347432
12031,12031,user_1346,Santa Cruz de Tenerife,Contactless,Visa,4598.93,2024-05-15 05:00:52.755979956,Y,5,2428.132777777778,1633.6836124710733,1.328774559315511
12040,12040,user_959,Baleares,Online,Mastercard,4252.56,2024-05-18 04:39:26.190791339,Y,4,2627.8935714285717,1289.7246829316662,1.2597001903370635
12042,12042,user_1060,La Coruña,Physical Card,Visa,2181.02,2024-05-22 03:20:12.026094355,Y,3,2490.309375,1192.075896395129,-0.25945443233547427
12046,12046,user_1805,Asturias,Online,Mastercard,2972.21,2024-05-23 05:34:26.332608490,Y,5,2955.2771428571427,1623.1189278845661,0.010432296027085418
12053,12053,user_1627,Cádiz,Online,Visa,3802.84,2024-05-23 03:32:02.700198544,Y,3,2503.534,1544.2702669764024,0.8413721534275026
12057,12057,user_1044,Baleares,Contactless,Visa,4725.98,2024-05-08 05:27:41.983549210,Y,5,2016.7168421052634,1355.128008734282,1.999267331523348
12065,12065,user_388,Asturias,Contactless,Visa,3189.08,2024-05-20 05:45:19.826037628,Y,5,2358.4378947368423,1366.0459304689857,0.6080630868524199
12066,12066,user_242,Barcelona,Online,Discover,2234.4,2024-05-26 02:26:17.233620119,Y,2,2942.9335,1416.8932056709775,-0.5000613293677769
12081,12081,user_1850,Vizcaya,Physical Card,Visa,2676.16,2024-05-09 04:23:34.540985156,Y,4,2282.628947368421,1552.6269279546652,0.25346143722368153
12083,12083,user_1731,Lérida,Online,Mastercard,4418.09,2024-05-11 04:49:22.503545428,Y,4,2760.162,1458.2117390636922,1.1369597127674644
12084,12084,user_1038,Albacete,Online,Mastercard,4815.51,2024-05-23 03:21:29.628439065,Y,3,2403.366,1639.0944234145181,1.47163211926198
12085,12085,user_567,Zaragoza,Contactless,Mastercard,571.83,2024-05-04 02:02:03.210740285,Y,2,2504.521111111111,1531.8473309772817,-1.2616734527180988
12087,12087,user_1745,Cádiz,Physical Card,Visa,4281.18,2024-05-19 02:32:00.317670417,Y,2,2814.975294117647,1442.9110511138483,1.0161435140097677
12093,12093,user_605,Orense,Physical Card,Visa,2721.81,2024-05-29 03:27:08.628155431,Y,3,3044.8507142857147,1530.7344101818692,-0.21103642286798385
12097,12097,user_1698,Madrid,Online,Visa,2915.03,2024-05-07 02:58:41.376571806,Y,2,2272.5465,1553.8705547701977,0.41347298719809855
12100,12100,user_1573,Madrid,Physical Card,Visa,2291.01,2024-05-02 05:32:36.055592322,Y,5,2061.6966666666667,1608.3692112742647,0.14257505784486832
12101,12101,user_393,Tarragona,Online,Visa,1920.31,2024-05-08 03:27:24.965491160,Y,3,2127.0775,1271.8086930261243,-0.16257751746296067
12106,12106,user_1659,Cádiz,Online,Mastercard,693.45,2024-05-13 05:00:24.165642431,Y,5,2426.7285,1374.7739516669067,-1.2607734514451692
12117,12117,user_310,Sevilla,Online,Visa,4126.24,2024-05-04 05:09:51.888058995,Y,5,2057.6454999999996,1365.1640166988034,1.5152717729860843
12121,12121,user_1894,Madrid,Online,Visa,4987.66,2024-05-20 02:58:37.292237874,Y,2,3199.348181818182,1304.5203410742063,1.3708577489173022
12123,12123,user_586,Las Palmas,Physical Card,Mastercard,4253.95,2024-05-06 05:29:20.007563581,Y,5,2585.9076470588234,1311.4986658138914,1.2718597406319287
12127,12127,user_1027,Málaga,Online,Visa,1212.27,2024-05-27 03:03:27.279947055,Y,3,2006.821875,1312.423895496262,-0.605407961350444
12128,12128,user_792,Granada,Contactless,Mastercard,297.16,2024-05-20 03:07:03.749645457,Y,3,2888.5377777777776,1715.9641061497891,-1.5101584983570586
12130,12130,user_567,Madrid,Contactless,American Express,2998.98,2024-05-10 03:40:33.241940058,Y,3,2504.521111111111,1531.8473309772817,0.32278601064861734
12136,12136,user_11,Sevilla,Contactless,Mastercard,4702.62,2024-05-04 05:22:31.574170369,Y,5,2379.345882352941,1556.9930290308737,1.4921544761784484
12142,12142,user_255,Barcelona,Physical Card,American Express,4463.0,2024-05-11 05:37:54.633639028,Y,5,2146.934705882353,1593.3478781135557,1.4535841958504083
12152,12152,user_458,Jaén,Online,Mastercard,1117.84,2024-05-12 03:51:34.904037061,Y,3,2258.4745,1396.9307527669553,-0.8165290210274924
12166,12166,user_193,Sevilla,Physical Card,Visa,3813.6,2024-05-07 03:40:53.663609719,Y,3,2439.5057142857145,1659.9710952799255,0.8277820557366802
12170,12170,user_895,Badajoz,Contactless,Mastercard,420.11,2024-05-18 02:43:22.401437080,Y,2,1659.0916666666665,714.3100651234495,-1.7345152016758179
12175,12175,user_371,Valencia,Online,Visa,3690.2,2024-05-29 02:04:50.668431502,Y,2,2610.192666666667,1343.4391536621154,0.8039123546379553
12176,12176,user_85,Gerona,Online,Mastercard,1374.95,2024-05-25 05:09:35.550723267,Y,5,2693.798181818182,1467.2378598633431,-0.8988646066841663
12181,12181,user_989,Albacete,Physical Card,Mastercard,124.18,2024-05-01 04:38:33.094450222,Y,4,790.6725,506.9334204393446,-1.314753522114147
12183,12183,user_1751,Las Palmas,Contactless,Mastercard,1651.09,2024-05-02 03:09:06.279663420,Y,3,2819.879375,1423.3617185544404,-0.82114711936121
12189,12189,user_281,Málaga,Physical Card,Mastercard,2844.3,2024-05-11 02:30:05.956320317,Y,2,3029.4976923076924,1530.684328245343,-0.12099012767706874
12192,12192,user_1281,Gerona,Contactless,Mastercard,463.3,2024-05-15 03:04:48.966625697,Y,3,2631.695882352941,1531.996469182692,-1.415405274079883
12220,12220,user_1458,Gerona,Physical Card,American Express,4643.41,2024-05-14 03:43:37.036967003,Y,3,2359.2614999999996,1571.4691044345634,1.4535115539683925
12229,12229,user_1924,La Rioja,Physical Card,Visa,3950.79,2024-05-15 03:49:07.868015505,Y,3,2240.076666666667,1721.799715700952,0.9935611661062996
12243,12243,user_1541,Valladolid,Online,Mastercard,661.02,2024-05-17 05:03:27.960669377,Y,5,2380.3684210526317,1449.8087705213754,-1.1859139329349797
12245,12245,user_139,Asturias,Online,Mastercard,100.18,2024-05-22 03:49:44.627020894,Y,3,2782.6835,1628.2530442948746,-1.6474733515156272
12248,12248,user_1202,Barcelona,Online,Mastercard,3353.0,2024-05-13 04:41:24.636475371,Y,4,2878.371666666667,1411.7247421140776,0.33620458661266395
12254,12254,user_1798,Burgos,Online,Mastercard,1126.49,2024-05-01 04:57:32.623617282,Y,4,2222.90375,1651.7742787716688,-0.6637794062366323
12281,12281,user_949,Barcelona,Physical Card,Mastercard,3168.41,2024-05-24 03:10:07.544672402,Y,3,3023.5988888888887,1362.8037600601149,0.10625969442931632
12283,12283,user_859,Barcelona,Online,Visa,1259.04,2024-05-30 02:06:08.270776212,Y,2,1436.043846153846,1078.1984497804542,-0.16416629627865642
12292,12292,user_188,Madrid,Online,Visa,2715.78,2024-05-07 02:46:01.690460433,Y,2,1915.5,1126.7362290261196,0.7102638393829869
12304,12304,user_91,Baleares,Online,Mastercard,365.01,2024-05-12 04:46:26.877186347,Y,4,2659.7725,2251.4087874391744,-1.0192562598150545
12309,12309,user_1611,Madrid,Online,Visa,4145.03,2024-05-31 03:29:43.832844852,Y,3,2693.9773684210527,1284.4797160538583,1.1296812347000926
12315,12315,user_1739,Baleares,Online,Mastercard,3384.84,2024-05-18 05:59:37.536163373,Y,5,2899.23,1233.1973799132886,0.39378124533004233
12321,12321,user_857,Vizcaya,Online,Mastercard,1558.58,2024-05-10 05:17:37.502127257,Y,5,1947.649411764706,1724.5496518565021,-0.22560638445281486
12328,12328,user_462,Barcelona,Online,Mastercard,434.14,2024-05-04 05:16:11.731114682,Y,5,2562.92,1584.259012264995,-1.3437070475972932
12330,12330,user_1362,Alicante,Physical Card,Visa,4075.25,2024-05-02 04:18:44.553275976,Y,4,3477.56,845.2613040947753,0.7071067811865476
12333,12333,user_570,Valencia,Online,Mastercard,2129.31,2024-05-05 03:50:58.145031672,Y,3,2361.722727272727,1200.3911866311823,-0.19361415666919188
12337,12337,user_1871,Córdoba,Online,Mastercard,1756.39,2024-05-26 03:02:09.677602344,Y,3,2110.9035,1438.1318722026156,-0.24650973033302823
12338,12338,user_927,Asturias,Online,American Express,2792.64,2024-05-13 03:25:26.519807128,Y,3,2143.145,1354.8294620554032,0.4793924388200528
12345,12345,user_926,Lugo,Online,Visa,2326.12,2024-05-13 02:51:40.690176798,Y,2,2448.3733333333334,1381.217150159278,-0.08851130564027218
12356,12356,user_103,Zaragoza,Online,Mastercard,4629.91,2024-05-05 03:06:39.243641864,Y,3,2842.036315789474,1395.0420517166838,1.281591248099252
12361,12361,user_484,Alicante,Online,Mastercard,702.97,2024-05-23 04:18:28.215940247,Y,4,2159.72125,1326.6209950440505,-1.0980915087595373
12365,12365,user_312,Orense,Physical Card,Visa,1423.46,2024-05-07 03:51:26.735369197,Y,3,2910.58,1247.6023134797401,-1.1919824001064978
12367,12367,user_1037,Asturias,Online,Mastercard,4438.84,2024-05-25 05:15:55.393778954,Y,5,2305.3906666666667,1385.4902289930585,1.5398515909302903
12383,12383,user_160,Barcelona,Online,Mastercard,169.13,2024-05-12 04:25:20.733667391,Y,4,2869.049411764706,1790.0299970407987,-1.5083095904694879
12394,12394,user_1929,Baleares,Physical Card,Visa,1220.78,2024-05-20 05:01:00.924647820,Y,5,2829.6375,1417.7512641621356,-1.1347953203560037
12398,12398,user_649,Cáceres,Contactless,Mastercard,1435.61,2024-05-02 04:48:17.154202514,Y,4,1932.8388888888887,1438.8057737360214,-0.3455844409060008
12405,12405,user_371,Baleares,Online,Mastercard,2957.47,2024-05-15 05:59:57.957833034,Y,5,2610.192666666667,1343.4391536621154,0.25849874360642294
12408,12408,user_1213,Baleares,Contactless,Mastercard,71.32,2024-05-28 04:24:56.227663798,Y,4,2063.4255555555555,1433.778046147443,-1.389410000319322
12423,12423,user_1291,Guipúzcoa,Contactless,Mastercard,2507.62,2024-05-07 02:37:35.233052850,Y,2,2704.3575,1349.5065737397008,-0.14578476594953427
12425,12425,user_1947,Huelva,Contactless,Mastercard,2294.42,2024-05-10 03:17:20.484069206,Y,3,1821.257142857143,1630.5498033741615,0.2901860808935259
12426,12426,user_1393,Madrid,Contactless,Mastercard,2491.48,2024-05-29 04:57:53.045286943,Y,4,2525.397,1487.0684447152314,-0.02280796161100366
12434,12434,user_332,Sevilla,Physical Card,Mastercard,2118.89,2024-05-21 04:49:38.840881157,Y,4,2694.5473333333334,1296.2942286074378,-0.44407922262505284
12438,12438,user_599,Granada,Online,Visa,1086.83,2024-05-04 05:05:38.659355204,Y,5,1871.728888888889,1556.4032528352384,-0.504303038084166
12442,12442,user_549,Toledo,Contactless,Visa,3457.38,2024-05-21 04:32:45.926065992,Y,4,2982.759,1288.024126779291,0.36848766271699557
12446,12446,user_394,Vizcaya,Online,Mastercard,582.96,2024-05-13 05:00:24.165642431,Y,5,2124.7272727272725,1409.8020702005717,-1.0936054821567442
12451,12451,user_1225,Huesca,Contactless,Visa,4977.7,2024-05-30 12:49:45.648104377,Y,12,2777.0933333333332,1615.3777301948678,1.3622861238784076
12473,12473,user_299,Asturias,Contactless,Mastercard,393.05,2024-05-11 04:40:56.046137846,Y,4,2813.9233333333336,1345.681897047896,-1.7989937582159277
12475,12475,user_1093,Valencia,Online,Visa,1580.24,2024-05-15 04:31:20.155053417,Y,4,1981.185625,1310.56979316107,-0.30593229532089755
12477,12477,user_1283,Madrid,Contactless,Mastercard,3300.12,2024-05-09 03:37:09.025243452,Y,3,3559.99,840.5334985353053,-0.30917268669582293
12482,12482,user_401,Barcelona,Online,Mastercard,4588.24,2024-05-11 03:20:44.700765812,Y,3,3969.8742857142856,845.3761812916414,0.7314681061168765
12483,12483,user_1311,Madrid,Online,Visa,4664.76,2024-05-22 02:02:07.295074217,Y,2,2473.929166666667,1595.1632953597193,1.3734210407839702
12490,12490,user_835,Madrid,Contactless,Mastercard,4468.65,2024-05-07 02:48:08.304812328,Y,2,2462.685294117647,1444.5457133175018,1.3886474393915247
12496,12496,user_700,Tarragona,Contactless,Visa,1073.99,2024-05-13 03:10:40.219343859,Y,3,2744.635882352941,1577.2252995135905,-1.0592309690113142
12504,12504,user_1434,Madrid,Online,Mastercard,2100.81,2024-05-05 03:31:58.615864611,Y,3,2398.433157894737,1427.7375219713983,-0.20845789461622027
12513,12513,user_1174,Guipúzcoa,Online,Mastercard,2123.81,2024-05-21 04:03:13.325139453,Y,4,2206.696111111111,1284.7993037968724,-0.06451288607190536
12515,12515,user_352,Guipúzcoa,Physical Card,Mastercard,1938.02,2024-05-26 05:23:32.839179351,Y,5,2612.622727272727,1338.0909481278982,-0.504153120695236
